##id,描述（不调用）,掉落类型（1：全选，2：概率走权重，随机，3：各走各概率）,奖励<类型|奖励ID|个数|概率>
#int,string,int,vector<vector<int>>
#id,desc,type,probability
718,金币x20000英雄经验x8000召唤券x1,1,<1|0|20000|20000|10000>%<6|101|8000|8000|10000>%<6|80081|1|1|10000>
719,金币x20000英雄经验x8000随机4星英雄*10,1,<1|0|20000|20000|10000>%<6|101|8000|8000|10000>%<6|90003|10|10|10000>
719,金币x20000英雄经验x8000随机5星英雄*2,1,<1|0|20000|20000|10000>%<6|101|8000|8000|10000>%<6|90004|2|2|10000>
720,金币x20000英雄经验x8000魔纹召唤券x1,1,<1|0|20000|20000|10000>%<6|101|8000|8000|10000>%<6|80112|1|1|10000>
90001,魔窟1,1,<1|0|6000|6000|10000>%<6|101|2500|2500|10000>
90002,魔窟2,1,<1|0|6000|6000|10000>%<6|101|2500|2500|10000>
90003,魔窟3,1,<1|0|6000|6000|10000>%<6|101|2500|2500|10000>
90004,魔窟4,1,<1|0|6000|6000|10000>%<6|101|2500|2500|10000>
90005,魔窟5,1,<1|0|6000|6000|10000>%<6|101|2500|2500|10000>
90006,魔窟6,1,<1|0|6000|6000|10000>%<6|101|2500|2500|10000>
90007,魔窟7,1,<1|0|6000|6000|10000>%<6|101|2500|2500|10000>
90008,魔窟8,1,<1|0|6000|6000|10000>%<6|101|2500|2500|10000>
90009,魔窟9,1,<1|0|6000|6000|10000>%<6|101|2500|2500|10000>
90010,魔窟10,1,<1|0|6000|6000|10000>%<6|101|2500|2500|10000>
90011,魔窟11,1,<1|0|6000|6000|10000>%<6|101|2500|2500|10000>
90012,魔窟12,1,<1|0|6000|6000|10000>%<6|101|2500|2500|10000>
90013,魔窟13,1,<1|0|6000|6000|10000>%<6|101|2500|2500|10000>
90014,魔窟14,1,<1|0|6000|6000|10000>%<6|101|2500|2500|10000>
90015,魔窟15,1,<1|0|6000|6000|10000>%<6|101|2500|2500|10000>
90016,魔窟16,1,<1|0|6000|6000|10000>%<6|101|2500|2500|10000>
90017,魔窟17,1,<1|0|6000|6000|10000>%<6|101|2500|2500|10000>
90018,魔窟18,1,<1|0|6000|6000|10000>%<6|101|2500|2500|10000>
90019,魔窟19,1,<1|0|6000|6000|10000>%<6|101|2500|2500|10000>
90020,魔窟20,1,<1|0|5900|5900|10000>%<6|101|2460|2460|10000>
90021,魔窟21,1,<1|0|5900|5900|10000>%<6|101|2460|2460|10000>
90022,魔窟22,1,<1|0|5900|5900|10000>%<6|101|2460|2460|10000>
90023,魔窟23,1,<1|0|5900|5900|10000>%<6|101|2460|2460|10000>
90024,魔窟24,1,<1|0|5900|5900|10000>%<6|101|2460|2460|10000>
90025,魔窟25,1,<1|0|5900|5900|10000>%<6|101|2460|2460|10000>
90026,魔窟26,1,<1|0|5900|5900|10000>%<6|101|2460|2460|10000>
90027,魔窟27,1,<1|0|5900|5900|10000>%<6|101|2460|2460|10000>
90028,魔窟28,1,<1|0|5900|5900|10000>%<6|101|2460|2460|10000>
90029,魔窟29,1,<1|0|5900|5900|10000>%<6|101|2460|2460|10000>
90030,魔窟30,1,<1|0|5900|5900|10000>%<6|101|2460|2460|10000>
90031,魔窟31,1,<1|0|5900|5900|10000>%<6|101|2460|2460|10000>
90032,魔窟32,1,<1|0|5900|5900|10000>%<6|101|2460|2460|10000>
90033,魔窟33,1,<1|0|5900|5900|10000>%<6|101|2460|2460|10000>
90034,魔窟34,1,<1|0|5900|5900|10000>%<6|101|2460|2460|10000>
90035,魔窟35,1,<1|0|5900|5900|10000>%<6|101|2460|2460|10000>
90036,魔窟36,1,<1|0|5900|5900|10000>%<6|101|2460|2460|10000>
90037,魔窟37,1,<1|0|5900|5900|10000>%<6|101|2460|2460|10000>
90038,魔窟38,1,<1|0|5900|5900|10000>%<6|101|2460|2460|10000>
90039,魔窟39,1,<1|0|5900|5900|10000>%<6|101|2460|2460|10000>
90040,魔窟40,1,<1|0|5800|5800|10000>%<6|101|2420|2420|10000>
90041,魔窟41,1,<1|0|5800|5800|10000>%<6|101|2420|2420|10000>
90042,魔窟42,1,<1|0|5800|5800|10000>%<6|101|2420|2420|10000>
90043,魔窟43,1,<1|0|5800|5800|10000>%<6|101|2420|2420|10000>
90044,魔窟44,1,<1|0|5800|5800|10000>%<6|101|2420|2420|10000>
90045,魔窟45,1,<1|0|5800|5800|10000>%<6|101|2420|2420|10000>
90046,魔窟46,1,<1|0|5800|5800|10000>%<6|101|2420|2420|10000>
90047,魔窟47,1,<1|0|5800|5800|10000>%<6|101|2420|2420|10000>
90048,魔窟48,1,<1|0|5800|5800|10000>%<6|101|2420|2420|10000>
90049,魔窟49,1,<1|0|5800|5800|10000>%<6|101|2420|2420|10000>
90050,魔窟50,1,<1|0|5800|5800|10000>%<6|101|2420|2420|10000>
90051,魔窟51,1,<1|0|5800|5800|10000>%<6|101|2420|2420|10000>
90052,魔窟52,1,<1|0|5800|5800|10000>%<6|101|2420|2420|10000>
90053,魔窟53,1,<1|0|5800|5800|10000>%<6|101|2420|2420|10000>
90054,魔窟54,1,<1|0|5800|5800|10000>%<6|101|2420|2420|10000>
90055,魔窟55,1,<1|0|5800|5800|10000>%<6|101|2420|2420|10000>
90056,魔窟56,1,<1|0|5800|5800|10000>%<6|101|2420|2420|10000>
90057,魔窟57,1,<1|0|5800|5800|10000>%<6|101|2420|2420|10000>
90058,魔窟58,1,<1|0|5800|5800|10000>%<6|101|2420|2420|10000>
90059,魔窟59,1,<1|0|5800|5800|10000>%<6|101|2420|2420|10000>
90060,魔窟60,1,<1|0|5700|5700|10000>%<6|101|2380|2380|10000>
90061,魔窟61,1,<1|0|5700|5700|10000>%<6|101|2380|2380|10000>
90062,魔窟62,1,<1|0|5700|5700|10000>%<6|101|2380|2380|10000>
90063,魔窟63,1,<1|0|5700|5700|10000>%<6|101|2380|2380|10000>
90064,魔窟64,1,<1|0|5700|5700|10000>%<6|101|2380|2380|10000>
90065,魔窟65,1,<1|0|5700|5700|10000>%<6|101|2380|2380|10000>
90066,魔窟66,1,<1|0|5700|5700|10000>%<6|101|2380|2380|10000>
90067,魔窟67,1,<1|0|5700|5700|10000>%<6|101|2380|2380|10000>
90068,魔窟68,1,<1|0|5700|5700|10000>%<6|101|2380|2380|10000>
90069,魔窟69,1,<1|0|5700|5700|10000>%<6|101|2380|2380|10000>
90070,魔窟70,1,<1|0|5700|5700|10000>%<6|101|2380|2380|10000>
90071,魔窟71,1,<1|0|5700|5700|10000>%<6|101|2380|2380|10000>
90072,魔窟72,1,<1|0|5700|5700|10000>%<6|101|2380|2380|10000>
90073,魔窟73,1,<1|0|5700|5700|10000>%<6|101|2380|2380|10000>
90074,魔窟74,1,<1|0|5700|5700|10000>%<6|101|2380|2380|10000>
90075,魔窟75,1,<1|0|5700|5700|10000>%<6|101|2380|2380|10000>
90076,魔窟76,1,<1|0|5700|5700|10000>%<6|101|2380|2380|10000>
90077,魔窟77,1,<1|0|5700|5700|10000>%<6|101|2380|2380|10000>
90078,魔窟78,1,<1|0|5700|5700|10000>%<6|101|2380|2380|10000>
90079,魔窟79,1,<1|0|5700|5700|10000>%<6|101|2380|2380|10000>
90080,魔窟80,1,<1|0|5600|5600|10000>%<6|101|2340|2340|10000>
90081,魔窟81,1,<1|0|5600|5600|10000>%<6|101|2340|2340|10000>
90082,魔窟82,1,<1|0|5600|5600|10000>%<6|101|2340|2340|10000>
90083,魔窟83,1,<1|0|5600|5600|10000>%<6|101|2340|2340|10000>
90084,魔窟84,1,<1|0|5600|5600|10000>%<6|101|2340|2340|10000>
90085,魔窟85,1,<1|0|5600|5600|10000>%<6|101|2340|2340|10000>
90086,魔窟86,1,<1|0|5600|5600|10000>%<6|101|2340|2340|10000>
90087,魔窟87,1,<1|0|5600|5600|10000>%<6|101|2340|2340|10000>
90088,魔窟88,1,<1|0|5600|5600|10000>%<6|101|2340|2340|10000>
90089,魔窟89,1,<1|0|5600|5600|10000>%<6|101|2340|2340|10000>
90090,魔窟90,1,<1|0|5600|5600|10000>%<6|101|2340|2340|10000>
90091,魔窟91,1,<1|0|5600|5600|10000>%<6|101|2340|2340|10000>
90092,魔窟92,1,<1|0|5600|5600|10000>%<6|101|2340|2340|10000>
90093,魔窟93,1,<1|0|5600|5600|10000>%<6|101|2340|2340|10000>
90094,魔窟94,1,<1|0|5600|5600|10000>%<6|101|2340|2340|10000>
90095,魔窟95,1,<1|0|5600|5600|10000>%<6|101|2340|2340|10000>
90096,魔窟96,1,<1|0|5600|5600|10000>%<6|101|2340|2340|10000>
90097,魔窟97,1,<1|0|5600|5600|10000>%<6|101|2340|2340|10000>
90098,魔窟98,1,<1|0|5600|5600|10000>%<6|101|2340|2340|10000>
90099,魔窟99,1,<1|0|5600|5600|10000>%<6|101|2340|2340|10000>
90100,魔窟100,1,<1|0|5500|5500|10000>%<6|101|2300|2300|10000>
90101,魔窟101,1,<1|0|5500|5500|10000>%<6|101|2300|2300|10000>
90102,魔窟102,1,<1|0|5500|5500|10000>%<6|101|2300|2300|10000>
90103,魔窟103,1,<1|0|5500|5500|10000>%<6|101|2300|2300|10000>
90104,魔窟104,1,<1|0|5500|5500|10000>%<6|101|2300|2300|10000>
90105,魔窟105,1,<1|0|5500|5500|10000>%<6|101|2300|2300|10000>
90106,魔窟106,1,<1|0|5500|5500|10000>%<6|101|2300|2300|10000>
90107,魔窟107,1,<1|0|5500|5500|10000>%<6|101|2300|2300|10000>
90108,魔窟108,1,<1|0|5500|5500|10000>%<6|101|2300|2300|10000>
90109,魔窟109,1,<1|0|5500|5500|10000>%<6|101|2300|2300|10000>
90110,魔窟110,1,<1|0|5500|5500|10000>%<6|101|2300|2300|10000>
90111,魔窟111,1,<1|0|5500|5500|10000>%<6|101|2300|2300|10000>
90112,魔窟112,1,<1|0|5500|5500|10000>%<6|101|2300|2300|10000>
90113,魔窟113,1,<1|0|5500|5500|10000>%<6|101|2300|2300|10000>
90114,魔窟114,1,<1|0|5500|5500|10000>%<6|101|2300|2300|10000>
90115,魔窟115,1,<1|0|5500|5500|10000>%<6|101|2300|2300|10000>
90116,魔窟116,1,<1|0|5500|5500|10000>%<6|101|2300|2300|10000>
90117,魔窟117,1,<1|0|5500|5500|10000>%<6|101|2300|2300|10000>
90118,魔窟118,1,<1|0|5500|5500|10000>%<6|101|2300|2300|10000>
90119,魔窟119,1,<1|0|5500|5500|10000>%<6|101|2300|2300|10000>
90120,魔窟120,1,<1|0|5400|5400|10000>%<6|101|2260|2260|10000>
90121,魔窟121,1,<1|0|5400|5400|10000>%<6|101|2260|2260|10000>
90122,魔窟122,1,<1|0|5400|5400|10000>%<6|101|2260|2260|10000>
90123,魔窟123,1,<1|0|5400|5400|10000>%<6|101|2260|2260|10000>
90124,魔窟124,1,<1|0|5400|5400|10000>%<6|101|2260|2260|10000>
90125,魔窟125,1,<1|0|5400|5400|10000>%<6|101|2260|2260|10000>
90126,魔窟126,1,<1|0|5400|5400|10000>%<6|101|2260|2260|10000>
90127,魔窟127,1,<1|0|5400|5400|10000>%<6|101|2260|2260|10000>
90128,魔窟128,1,<1|0|5400|5400|10000>%<6|101|2260|2260|10000>
90129,魔窟129,1,<1|0|5400|5400|10000>%<6|101|2260|2260|10000>
90130,魔窟130,1,<1|0|5400|5400|10000>%<6|101|2260|2260|10000>
90131,魔窟131,1,<1|0|5400|5400|10000>%<6|101|2260|2260|10000>
90132,魔窟132,1,<1|0|5400|5400|10000>%<6|101|2260|2260|10000>
90133,魔窟133,1,<1|0|5400|5400|10000>%<6|101|2260|2260|10000>
90134,魔窟134,1,<1|0|5400|5400|10000>%<6|101|2260|2260|10000>
90135,魔窟135,1,<1|0|5400|5400|10000>%<6|101|2260|2260|10000>
90136,魔窟136,1,<1|0|5400|5400|10000>%<6|101|2260|2260|10000>
90137,魔窟137,1,<1|0|5400|5400|10000>%<6|101|2260|2260|10000>
90138,魔窟138,1,<1|0|5400|5400|10000>%<6|101|2260|2260|10000>
90139,魔窟139,1,<1|0|5400|5400|10000>%<6|101|2260|2260|10000>
90140,魔窟140,1,<1|0|5300|5300|10000>%<6|101|2220|2220|10000>
90141,魔窟141,1,<1|0|5300|5300|10000>%<6|101|2220|2220|10000>
90142,魔窟142,1,<1|0|5300|5300|10000>%<6|101|2220|2220|10000>
90143,魔窟143,1,<1|0|5300|5300|10000>%<6|101|2220|2220|10000>
90144,魔窟144,1,<1|0|5300|5300|10000>%<6|101|2220|2220|10000>
90145,魔窟145,1,<1|0|5300|5300|10000>%<6|101|2220|2220|10000>
90146,魔窟146,1,<1|0|5300|5300|10000>%<6|101|2220|2220|10000>
90147,魔窟147,1,<1|0|5300|5300|10000>%<6|101|2220|2220|10000>
90148,魔窟148,1,<1|0|5300|5300|10000>%<6|101|2220|2220|10000>
90149,魔窟149,1,<1|0|5300|5300|10000>%<6|101|2220|2220|10000>
90150,魔窟150,1,<1|0|5300|5300|10000>%<6|101|2220|2220|10000>
90151,魔窟151,1,<1|0|5300|5300|10000>%<6|101|2220|2220|10000>
90152,魔窟152,1,<1|0|5300|5300|10000>%<6|101|2220|2220|10000>
90153,魔窟153,1,<1|0|5300|5300|10000>%<6|101|2220|2220|10000>
90154,魔窟154,1,<1|0|5300|5300|10000>%<6|101|2220|2220|10000>
90155,魔窟155,1,<1|0|5300|5300|10000>%<6|101|2220|2220|10000>
90156,魔窟156,1,<1|0|5300|5300|10000>%<6|101|2220|2220|10000>
90157,魔窟157,1,<1|0|5300|5300|10000>%<6|101|2220|2220|10000>
90158,魔窟158,1,<1|0|5300|5300|10000>%<6|101|2220|2220|10000>
90159,魔窟159,1,<1|0|5300|5300|10000>%<6|101|2220|2220|10000>
90160,魔窟160,1,<1|0|5200|5200|10000>%<6|101|2180|2180|10000>
90161,魔窟161,1,<1|0|5200|5200|10000>%<6|101|2180|2180|10000>
90162,魔窟162,1,<1|0|5200|5200|10000>%<6|101|2180|2180|10000>
90163,魔窟163,1,<1|0|5200|5200|10000>%<6|101|2180|2180|10000>
90164,魔窟164,1,<1|0|5200|5200|10000>%<6|101|2180|2180|10000>
90165,魔窟165,1,<1|0|5200|5200|10000>%<6|101|2180|2180|10000>
90166,魔窟166,1,<1|0|5200|5200|10000>%<6|101|2180|2180|10000>
90167,魔窟167,1,<1|0|5200|5200|10000>%<6|101|2180|2180|10000>
90168,魔窟168,1,<1|0|5200|5200|10000>%<6|101|2180|2180|10000>
90169,魔窟169,1,<1|0|5200|5200|10000>%<6|101|2180|2180|10000>
90170,魔窟170,1,<1|0|5200|5200|10000>%<6|101|2180|2180|10000>
90171,魔窟171,1,<1|0|5200|5200|10000>%<6|101|2180|2180|10000>
90172,魔窟172,1,<1|0|5200|5200|10000>%<6|101|2180|2180|10000>
90173,魔窟173,1,<1|0|5200|5200|10000>%<6|101|2180|2180|10000>
90174,魔窟174,1,<1|0|5200|5200|10000>%<6|101|2180|2180|10000>
90175,魔窟175,1,<1|0|5200|5200|10000>%<6|101|2180|2180|10000>
90176,魔窟176,1,<1|0|5200|5200|10000>%<6|101|2180|2180|10000>
90177,魔窟177,1,<1|0|5200|5200|10000>%<6|101|2180|2180|10000>
90178,魔窟178,1,<1|0|5200|5200|10000>%<6|101|2180|2180|10000>
90179,魔窟179,1,<1|0|5200|5200|10000>%<6|101|2180|2180|10000>
90180,魔窟180,1,<1|0|5100|5100|10000>%<6|101|2140|2140|10000>
90181,魔窟181,1,<1|0|5100|5100|10000>%<6|101|2140|2140|10000>
90182,魔窟182,1,<1|0|5100|5100|10000>%<6|101|2140|2140|10000>
90183,魔窟183,1,<1|0|5100|5100|10000>%<6|101|2140|2140|10000>
90184,魔窟184,1,<1|0|5100|5100|10000>%<6|101|2140|2140|10000>
90185,魔窟185,1,<1|0|5100|5100|10000>%<6|101|2140|2140|10000>
90186,魔窟186,1,<1|0|5100|5100|10000>%<6|101|2140|2140|10000>
90187,魔窟187,1,<1|0|5100|5100|10000>%<6|101|2140|2140|10000>
90188,魔窟188,1,<1|0|5100|5100|10000>%<6|101|2140|2140|10000>
90189,魔窟189,1,<1|0|5100|5100|10000>%<6|101|2140|2140|10000>
90190,魔窟190,1,<1|0|5100|5100|10000>%<6|101|2140|2140|10000>
90191,魔窟191,1,<1|0|5100|5100|10000>%<6|101|2140|2140|10000>
90192,魔窟192,1,<1|0|5100|5100|10000>%<6|101|2140|2140|10000>
90193,魔窟193,1,<1|0|5100|5100|10000>%<6|101|2140|2140|10000>
90194,魔窟194,1,<1|0|5100|5100|10000>%<6|101|2140|2140|10000>
90195,魔窟195,1,<1|0|5100|5100|10000>%<6|101|2140|2140|10000>
90196,魔窟196,1,<1|0|5100|5100|10000>%<6|101|2140|2140|10000>
90197,魔窟197,1,<1|0|5100|5100|10000>%<6|101|2140|2140|10000>
90198,魔窟198,1,<1|0|5100|5100|10000>%<6|101|2140|2140|10000>
90199,魔窟199,1,<1|0|5100|5100|10000>%<6|101|2140|2140|10000>
90200,魔窟200,1,<1|0|5000|5000|10000>%<6|101|2100|2100|10000>
90201,魔窟201,1,<1|0|5000|5000|10000>%<6|101|2100|2100|10000>
90202,魔窟202,1,<1|0|5000|5000|10000>%<6|101|2100|2100|10000>
90203,魔窟203,1,<1|0|5000|5000|10000>%<6|101|2100|2100|10000>
90204,魔窟204,1,<1|0|5000|5000|10000>%<6|101|2100|2100|10000>
90205,魔窟205,1,<1|0|5000|5000|10000>%<6|101|2100|2100|10000>
90206,魔窟206,1,<1|0|5000|5000|10000>%<6|101|2100|2100|10000>
90207,魔窟207,1,<1|0|5000|5000|10000>%<6|101|2100|2100|10000>
90208,魔窟208,1,<1|0|5000|5000|10000>%<6|101|2100|2100|10000>
90209,魔窟209,1,<1|0|5000|5000|10000>%<6|101|2100|2100|10000>
90210,魔窟210,1,<1|0|5000|5000|10000>%<6|101|2100|2100|10000>
90211,魔窟211,1,<1|0|5000|5000|10000>%<6|101|2100|2100|10000>
90212,魔窟212,1,<1|0|5000|5000|10000>%<6|101|2100|2100|10000>
90213,魔窟213,1,<1|0|5000|5000|10000>%<6|101|2100|2100|10000>
90214,魔窟214,1,<1|0|5000|5000|10000>%<6|101|2100|2100|10000>
90215,魔窟215,1,<1|0|5000|5000|10000>%<6|101|2100|2100|10000>
90216,魔窟216,1,<1|0|5000|5000|10000>%<6|101|2100|2100|10000>
90217,魔窟217,1,<1|0|5000|5000|10000>%<6|101|2100|2100|10000>
90218,魔窟218,1,<1|0|5000|5000|10000>%<6|101|2100|2100|10000>
90219,魔窟219,1,<1|0|5000|5000|10000>%<6|101|2100|2100|10000>
90220,魔窟220,1,<1|0|4900|4900|10000>%<6|101|2060|2060|10000>
90221,魔窟221,1,<1|0|4900|4900|10000>%<6|101|2060|2060|10000>
90222,魔窟222,1,<1|0|4900|4900|10000>%<6|101|2060|2060|10000>
90223,魔窟223,1,<1|0|4900|4900|10000>%<6|101|2060|2060|10000>
90224,魔窟224,1,<1|0|4900|4900|10000>%<6|101|2060|2060|10000>
90225,魔窟225,1,<1|0|4900|4900|10000>%<6|101|2060|2060|10000>
90226,魔窟226,1,<1|0|4900|4900|10000>%<6|101|2060|2060|10000>
90227,魔窟227,1,<1|0|4900|4900|10000>%<6|101|2060|2060|10000>
90228,魔窟228,1,<1|0|4900|4900|10000>%<6|101|2060|2060|10000>
90229,魔窟229,1,<1|0|4900|4900|10000>%<6|101|2060|2060|10000>
90230,魔窟230,1,<1|0|4900|4900|10000>%<6|101|2060|2060|10000>
90231,魔窟231,1,<1|0|4900|4900|10000>%<6|101|2060|2060|10000>
